22	14435171
22	14435207
22	14438758
22	14439734
22	14441342
22	14459243
22	14461115
22	14467621
22	14488388
22	14603201
22	14727194
22	14745495
22	14795579
22	14805814
22	14870204
22	14871206
22	14880040
22	15022256
22	15034357
22	15257135
22	15257230
22	15268900
22	15270159
22	15272858
22	15274090
22	15274196
22	15274264
22	15276210
22	15277351
22	15280134
22	15333727
22	15380277
22	15403514
22	15410792
22	15411072
22	15436415
22	15437138
22	15438616
22	15445079
22	15455353
22	15460378
22	15467656
22	15467705
22	15479462
22	15480497
22	15487266
22	15487330
22	15492342
22	15496398
22	15509738
22	15512490
22	15529033
22	15544478
22	15555288
22	15558924
22	15567276
22	15567577
22	15567719
22	15569132
22	15569194
22	15573294
22	15576300
22	15591075
22	15608796
22	15611133
22	15618270
22	15618335
22	15619552
22	15626329
22	15634399
22	15636231
22	15637198
22	15638201
22	15638313
22	15638808
22	15643854
22	15644565
22	15645124
22	15645194
22	15646949
22	15648016
22	15651652
22	15653178
22	15654435
22	15655394
22	15664540
22	15665049
22	15666147
22	15666712
22	15668220
22	15679901
22	15680320
22	15685777
22	15686270
22	15687742
22	15688241
22	15689296
22	15689362
22	15689517
22	15689555
22	15689881
22	15690488
22	15693798
22	15695458
22	15695503
22	15696313
22	15697233
22	15697346
22	15698333
22	15698682
22	15699156
22	15701768
22	15703853
22	15704504
22	15705148
22	15706181
22	15706432
22	15707595
22	15708627
22	15709601
22	15719003
22	15719068
22	15727348
22	15733947
22	15767757
22	15771088
22	15775610
22	15778800
22	15778812
22	15779211
22	15783936
22	15785173
22	15787349
22	15789897
22	15789957
22	15790790
22	15792216
22	15794103
22	15794640
22	15795490
22	15795572
22	15803930
22	15808080
22	15808123
22	15808815
22	15808982
22	15813888
22	15814521
22	15816846
22	15822206
22	15822223
22	15822987
22	15823131
22	15823238
22	15830515
22	15830538
22	15831710
22	15832925
22	15834945
22	15843189
22	15847411
22	15847474
22	15847823
22	15850779
22	15852032
22	15855406
22	15866333
22	15868195
22	15872452
22	15873182
22	15873293
22	15879890
22	15880036
22	15884945
22	15904190
22	15904203
22	15905584
22	15909583
22	15909814
22	15910370
22	15911732
22	15916181
22	15916391
22	15916555
22	15919678
22	15922650
22	15924834
22	15925859
22	15934354
22	15941913
22	15945013
22	15951355
22	15955800
22	15962877
